CNPJ,RazaoSocial,Trimestre,Ano,ValorDespesas,Status
310522,REG_ANS_310522,3,2025,1738757201,68,OK
418552,REG_ANS_418552,2,2025,1086474930,78,OK
335614,REG_ANS_335614,3,2025,19324351894,20,OK
418552,REG_ANS_418552,3,2025,896337125,66,OK
335614,REG_ANS_335614,1,2025,15066763388,44,OK
335614,REG_ANS_335614,2,2025,15793505092,88,OK
333875,REG_ANS_333875,3,2025,2421995986,74,OK
310522,REG_ANS_310522,1,2025,1508696980,46,OK
333875,REG_ANS_333875,2,2025,2122819442,12,OK
421634,REG_ANS_421634,3,2025,89660164,90,OK
317144,REG_ANS_317144,1,2025,15701390306,72,OK
317144,REG_ANS_317144,2,2025,15766020214,64,OK
317144,REG_ANS_317144,3,2025,17797221036,56,OK
335789,REG_ANS_335789,1,2025,338556344,98,OK
356476,REG_ANS_356476,1,2025,685906263,76,OK
419079,REG_ANS_419079,1,2025,51346009,82,OK
356476,REG_ANS_356476,2,2025,690934773,08,OK
419079,REG_ANS_419079,2,2025,52002531,98,OK
356476,REG_ANS_356476,3,2025,701803337,82,OK
414212,REG_ANS_414212,2,2025,168288855,50,OK
419079,REG_ANS_419079,3,2025,54392625,48,OK
414212,REG_ANS_414212,1,2025,208620263,44,OK
421405,REG_ANS_421405,3,2025,2159784788,22,OK
414212,REG_ANS_414212,3,2025,154599370,16,OK
421405,REG_ANS_421405,1,2025,4089971802,48,OK
421405,REG_ANS_421405,2,2025,2242522598,12,OK
340251,REG_ANS_340251,1,2025,495740711,58,OK
340251,REG_ANS_340251,3,2025,477113727,04,OK
424129,REG_ANS_424129,3,2025,1167041242,08,OK
340251,REG_ANS_340251,2,2025,492581404,84,OK
424129,REG_ANS_424129,1,2025,1214560243,10,OK
424129,REG_ANS_424129,2,2025,1317864477,72,OK
335789,REG_ANS_335789,2,2025,188857131,74,OK
335789,REG_ANS_335789,3,2025,471943306,98,OK
358096,REG_ANS_358096,3,2025,636441198,60,OK
358096,REG_ANS_358096,2,2025,602238360,50,OK
423319,REG_ANS_423319,3,2025,367674938,00,OK
423319,REG_ANS_423319,2,2025,343159256,96,OK
423319,REG_ANS_423319,1,2025,343927491,68,OK
323942,REG_ANS_323942,1,2025,1087232023,08,OK
358096,REG_ANS_358096,1,2025,658579345,44,OK
411582,REG_ANS_411582,2,2025,404272468,64,OK
411582,REG_ANS_411582,3,2025,338879238,26,OK
406945,REG_ANS_406945,3,2025,273824229,66,OK
411582,REG_ANS_411582,1,2025,355191703,54,OK
406945,REG_ANS_406945,1,2025,296345263,62,OK
406945,REG_ANS_406945,2,2025,328017687,48,OK
417165,REG_ANS_417165,3,2025,39186696,46,OK
417165,REG_ANS_417165,2,2025,29955790,30,OK
417165,REG_ANS_417165,1,2025,27306013,42,OK
417459,REG_ANS_417459,1,2025,268329442,76,OK
417459,REG_ANS_417459,2,2025,251471461,46,OK
323942,REG_ANS_323942,2,2025,863809617,32,OK
417459,REG_ANS_417459,3,2025,268805767,20,OK
323942,REG_ANS_323942,3,2025,1150345290,14,OK
417548,REG_ANS_417548,1,2025,1033891751,88,OK
353876,REG_ANS_353876,1,2025,312292476,86,OK
417548,REG_ANS_417548,2,2025,1686384067,36,OK
353876,REG_ANS_353876,2,2025,305252287,88,OK
417548,REG_ANS_417548,3,2025,1060469276,54,OK
353876,REG_ANS_353876,3,2025,316393412,40,OK
316458,Operadora 316458,1,2025,147640442,56,OK
316458,Operadora 316458,3,2025,161813105,96,OK
316458,Operadora 316458,2,2025,148307891,98,OK
366439,REG_ANS_366439,1,2025,199992495,84,OK
335479,REG_ANS_335479,1,2025,2462401692,52,OK
335479,REG_ANS_335479,2,2025,2411074314,18,OK
366439,REG_ANS_366439,3,2025,259456760,80,OK
366439,REG_ANS_366439,2,2025,264336349,34,OK
335479,REG_ANS_335479,3,2025,2632422918,42,OK
346004,REG_ANS_346004,3,2025,186777195,28,OK
402966,REG_ANS_402966,3,2025,1180451226,02,OK
402966,REG_ANS_402966,2,2025,1517864447,32,OK
346004,REG_ANS_346004,2,2025,174210638,30,OK
346004,REG_ANS_346004,1,2025,221993140,70,OK
304212,REG_ANS_304212,3,2025,282952363,36,OK
335754,REG_ANS_335754,1,2025,564107775,04,OK
304212,REG_ANS_304212,1,2025,105914540,84,OK
335754,REG_ANS_335754,3,2025,559885552,70,OK
304212,REG_ANS_304212,2,2025,204084023,04,OK
335754,REG_ANS_335754,2,2025,518119121,38,OK
393321,REG_ANS_393321,2,2025,22584156864,98,OK
409634,REG_ANS_409634,1,2025,39781674,96,OK
409634,REG_ANS_409634,2,2025,52553260,06,OK
409634,REG_ANS_409634,3,2025,41912378,82,OK
402966,REG_ANS_402966,1,2025,1409886094,08,OK
337498,REG_ANS_337498,3,2025,465265367,10,OK
423564,REG_ANS_423564,3,2025,16190439,40,OK
423564,REG_ANS_423564,2,2025,15770173,38,OK
423564,REG_ANS_423564,1,2025,11079302,00,OK
340162,REG_ANS_340162,2,2025,44955189,18,OK
340162,REG_ANS_340162,1,2025,52829257,08,OK
337498,REG_ANS_337498,2,2025,457481511,74,OK
337498,REG_ANS_337498,1,2025,504091877,30,OK
340162,REG_ANS_340162,3,2025,68288444,28,OK
318477,REG_ANS_318477,1,2025,589218728,38,OK
318477,REG_ANS_318477,2,2025,543748925,26,OK
318477,REG_ANS_318477,3,2025,592851276,92,OK
372609,REG_ANS_372609,1,2025,1295821450,36,OK
372609,REG_ANS_372609,2,2025,1397436294,02,OK
372609,REG_ANS_372609,3,2025,1366296812,32,OK
418587,REG_ANS_418587,1,2025,360051720,02,OK
418587,REG_ANS_418587,3,2025,394298144,14,OK
418587,REG_ANS_418587,2,2025,334534565,34,OK
359289,REG_ANS_359289,2,2025,3144407127,54,OK
359289,REG_ANS_359289,1,2025,1714208454,96,OK
367613,REG_ANS_367613,3,2025,111485166,46,OK
406635,REG_ANS_406635,3,2025,57974139,54,OK
406635,REG_ANS_406635,2,2025,52929512,88,OK
406635,REG_ANS_406635,1,2025,86906476,06,OK
315478,REG_ANS_315478,3,2025,9750462882,30,OK
315478,REG_ANS_315478,2,2025,10713032070,18,OK
315478,REG_ANS_315478,1,2025,10178159280,28,OK
367613,REG_ANS_367613,2,2025,118339686,92,OK
312126,REG_ANS_312126,1,2025,11388044970,68,OK
367613,REG_ANS_367613,1,2025,91524283,22,OK
312126,REG_ANS_312126,2,2025,12303000014,16,OK
312126,REG_ANS_312126,3,2025,11514200486,86,OK
419567,REG_ANS_419567,2,2025,38484108,46,OK
418528,REG_ANS_418528,2,2025,181997459,18,OK
419567,REG_ANS_419567,1,2025,33424561,98,OK
418528,REG_ANS_418528,1,2025,179429514,46,OK
419567,REG_ANS_419567,3,2025,40638006,74,OK
418528,REG_ANS_418528,3,2025,230601038,70,OK
422070,REG_ANS_422070,2,2025,496198627,78,OK
423858,REG_ANS_423858,3,2025,5066918,14,OK
422070,REG_ANS_422070,3,2025,562818271,30,OK
423858,REG_ANS_423858,2,2025,1689720,00,OK
423858,REG_ANS_423858,1,2025,1702469,80,OK
422070,REG_ANS_422070,1,2025,482507566,28,OK
319422,REG_ANS_319422,1,2025,1602341079,44,OK
352543,REG_ANS_352543,3,2025,1826638817,60,OK
385620,REG_ANS_385620,3,2025,459980395,60,OK
319422,REG_ANS_319422,3,2025,1539119445,60,OK
319422,REG_ANS_319422,2,2025,2058691850,26,OK
329355,REG_ANS_329355,2,2025,406428674,80,OK
329355,REG_ANS_329355,3,2025,423387765,56,OK
329355,REG_ANS_329355,1,2025,356195428,20,OK
408026,REG_ANS_408026,1,2025,39657857,88,OK
320838,REG_ANS_320838,2,2025,223500460,58,OK
320838,REG_ANS_320838,1,2025,218911539,04,OK
408026,REG_ANS_408026,2,2025,38363271,88,OK
408026,REG_ANS_408026,3,2025,42034227,76,OK
385620,REG_ANS_385620,1,2025,438226216,64,OK
352543,REG_ANS_352543,1,2025,1284547859,66,OK
385620,REG_ANS_385620,2,2025,509449809,06,OK
352543,REG_ANS_352543,2,2025,1700674679,94,OK
320838,REG_ANS_320838,3,2025,214353206,18,OK
302627,REG_ANS_302627,3,2025,292546187,66,OK
302627,REG_ANS_302627,2,2025,338675716,30,OK
302627,REG_ANS_302627,1,2025,439681866,64,OK
420271,REG_ANS_420271,2,2025,116258297,56,OK
324213,REG_ANS_324213,1,2025,255930469,48,OK
420271,REG_ANS_420271,3,2025,113742863,90,OK
316881,REG_ANS_316881,2,2025,916971238,62,OK
324213,REG_ANS_324213,3,2025,121357661,76,OK
324213,REG_ANS_324213,2,2025,94610325,06,OK
316881,REG_ANS_316881,3,2025,918538469,40,OK
316881,REG_ANS_316881,1,2025,867991012,74,OK
311715,REG_ANS_311715,1,2025,1053163597,14,OK
353353,REG_ANS_353353,3,2025,3557676774,90,OK
311715,REG_ANS_311715,2,2025,1028696687,90,OK
352314,REG_ANS_352314,3,2025,564740218,32,OK
352314,REG_ANS_352314,2,2025,551350587,94,OK
352314,REG_ANS_352314,1,2025,668236827,18,OK
348082,REG_ANS_348082,1,2025,1710155399,54,OK
353353,REG_ANS_353353,1,2025,3745691479,70,OK
311715,REG_ANS_311715,3,2025,1065863856,82,OK
353353,REG_ANS_353353,2,2025,3588545926,36,OK
348082,REG_ANS_348082,2,2025,1681555970,02,OK
348082,REG_ANS_348082,3,2025,1665140459,78,OK
420077,REG_ANS_420077,2,2025,3694507284,92,OK
420077,REG_ANS_420077,1,2025,4080952002,78,OK
420077,REG_ANS_420077,3,2025,3826044074,10,OK
409405,REG_ANS_409405,3,2025,22195775,04,OK
424463,REG_ANS_424463,3,2025,13560022,50,OK
424463,REG_ANS_424463,2,2025,2880019,94,OK
406481,REG_ANS_406481,3,2025,1619950574,88,OK
406481,REG_ANS_406481,2,2025,1671861751,38,OK
311944,REG_ANS_311944,2,2025,201294760,84,OK
311944,REG_ANS_311944,1,2025,199737442,04,OK
423718,REG_ANS_423718,1,2025,186214579,48,OK
423718,REG_ANS_423718,2,2025,242243558,88,OK
409405,REG_ANS_409405,2,2025,24143919,34,OK
409405,REG_ANS_409405,1,2025,22368297,68,OK
311944,REG_ANS_311944,3,2025,220211277,52,OK
423718,REG_ANS_423718,3,2025,341241802,90,OK
415081,REG_ANS_415081,1,2025,18091361,26,OK
344184,REG_ANS_344184,3,2025,25388043,04,OK
344184,REG_ANS_344184,2,2025,37503842,34,OK
415081,REG_ANS_415081,3,2025,20032276,22,OK
344184,REG_ANS_344184,1,2025,30516008,16,OK
415081,REG_ANS_415081,2,2025,18712925,96,OK
406481,REG_ANS_406481,1,2025,1841341496,50,OK
387185,REG_ANS_387185,2,2025,172775949,62,OK
387185,REG_ANS_387185,1,2025,159838775,96,OK
387185,REG_ANS_387185,3,2025,141077289,10,OK
412252,REG_ANS_412252,2,2025,208411515,44,OK
412252,REG_ANS_412252,1,2025,161236078,28,OK
304441,REG_ANS_304441,3,2025,243912605,88,OK
304441,REG_ANS_304441,2,2025,268451913,06,OK
304441,REG_ANS_304441,1,2025,247199016,88,OK
412252,REG_ANS_412252,3,2025,204225639,10,OK
351792,REG_ANS_351792,1,2025,841467404,46,OK
351792,REG_ANS_351792,2,2025,642031964,42,OK
406805,REG_ANS_406805,1,2025,113125990,28,OK
406805,REG_ANS_406805,2,2025,126324609,56,OK
406805,REG_ANS_406805,3,2025,133973842,00,OK
328375,REG_ANS_328375,1,2025,226719682,76,OK
303267,REG_ANS_303267,1,2025,2668012268,00,OK
328375,REG_ANS_328375,2,2025,281425188,10,OK
347507,REG_ANS_347507,3,2025,1416754950,34,OK
303267,REG_ANS_303267,2,2025,3034799102,22,OK
347507,REG_ANS_347507,2,2025,1402578157,56,OK
347507,REG_ANS_347507,1,2025,1392990340,38,OK
303267,REG_ANS_303267,3,2025,2949364114,04,OK
328375,REG_ANS_328375,3,2025,235863714,32,OK
416738,REG_ANS_416738,3,2025,702966368,32,OK
420859,REG_ANS_420859,3,2025,201359569,50,OK
416738,REG_ANS_416738,2,2025,622146415,26,OK
420859,REG_ANS_420859,1,2025,218515173,18,OK
420859,REG_ANS_420859,2,2025,196500910,40,OK
302228,REG_ANS_302228,2,2025,164579326,96,OK
302228,REG_ANS_302228,3,2025,177983912,02,OK
302228,REG_ANS_302228,1,2025,191175151,58,OK
416738,REG_ANS_416738,1,2025,588985535,94,OK
306754,REG_ANS_306754,1,2025,363497449,28,OK
306754,REG_ANS_306754,3,2025,306046796,44,OK
306754,REG_ANS_306754,2,2025,338683194,88,OK
336106,REG_ANS_336106,1,2025,2254379415,96,OK
314668,REG_ANS_314668,2,2025,1520996198,52,OK
325571,REG_ANS_325571,2,2025,7329307937,16,OK
314668,REG_ANS_314668,1,2025,2325271047,80,OK
336858,REG_ANS_336858,1,2025,4562346721,82,OK
325571,REG_ANS_325571,3,2025,7114110660,88,OK
336858,REG_ANS_336858,2,2025,9944408143,36,OK
336106,REG_ANS_336106,3,2025,2162792677,92,OK
325571,REG_ANS_325571,1,2025,7409087854,24,OK
336106,REG_ANS_336106,2,2025,2179674174,56,OK
336858,REG_ANS_336858,3,2025,631656255,44,OK
314668,REG_ANS_314668,3,2025,1700779886,66,OK
421146,REG_ANS_421146,3,2025,3803759,18,OK
414689,REG_ANS_414689,3,2025,26194366,22,OK
414689,REG_ANS_414689,1,2025,34246430,22,OK
381144,REG_ANS_381144,1,2025,54059907,32,OK
414689,REG_ANS_414689,2,2025,26347991,34,OK
421146,REG_ANS_421146,2,2025,3638922,42,OK
381144,REG_ANS_381144,3,2025,53013887,60,OK
421146,REG_ANS_421146,1,2025,4968396,52,OK
381144,REG_ANS_381144,2,2025,48936298,90,OK
326755,REG_ANS_326755,3,2025,2269666913,82,OK
422479,REG_ANS_422479,3,2025,13063740,68,OK
422479,REG_ANS_422479,2,2025,13034240,40,OK
326755,REG_ANS_326755,2,2025,2213834046,54,OK
326755,REG_ANS_326755,1,2025,2033838933,24,OK
422479,REG_ANS_422479,1,2025,16722051,92,OK
315648,REG_ANS_315648,1,2025,296919338,74,OK
357022,REG_ANS_357022,1,2025,810967580,98,OK
420107,REG_ANS_420107,1,2025,168966521,40,OK
420107,REG_ANS_420107,2,2025,368700259,04,OK
420107,REG_ANS_420107,3,2025,254556391,90,OK
357022,REG_ANS_357022,2,2025,894720864,20,OK
357022,REG_ANS_357022,3,2025,913617560,72,OK
363286,REG_ANS_363286,3,2025,327210698,06,OK
363286,REG_ANS_363286,2,2025,312260114,90,OK
363286,REG_ANS_363286,1,2025,324754442,14,OK
346926,REG_ANS_346926,3,2025,7315367985,82,OK
346926,REG_ANS_346926,2,2025,7497674267,60,OK
394734,REG_ANS_394734,2,2025,698001377,26,OK
315648,REG_ANS_315648,3,2025,313479068,22,OK
313211,REG_ANS_313211,1,2025,912447082,06,OK
394734,REG_ANS_394734,1,2025,678460456,60,OK
346926,REG_ANS_346926,1,2025,7744041463,10,OK
315648,REG_ANS_315648,2,2025,326157294,48,OK
313211,REG_ANS_313211,2,2025,923105491,70,OK
394734,REG_ANS_394734,3,2025,784377106,26,OK
313211,REG_ANS_313211,3,2025,973720040,02,OK
324477,REG_ANS_324477,1,2025,1665000033,46,OK
310247,REG_ANS_310247,1,2025,2342521577,52,OK
417718,REG_ANS_417718,3,2025,389316160,24,OK
324477,REG_ANS_324477,3,2025,1684902380,06,OK
355097,REG_ANS_355097,1,2025,4903438759,50,OK
324477,REG_ANS_324477,2,2025,1728299581,66,OK
309907,REG_ANS_309907,3,2025,1450220184,92,OK
355097,REG_ANS_355097,2,2025,5045373789,68,OK
355097,REG_ANS_355097,3,2025,5460141689,52,OK
422355,REG_ANS_422355,1,2025,65775715,86,OK
422355,REG_ANS_422355,2,2025,59220183,80,OK
418692,REG_ANS_418692,3,2025,76736911,08,OK
422355,REG_ANS_422355,3,2025,62437328,26,OK
309907,REG_ANS_309907,2,2025,1268420110,44,OK
309907,REG_ANS_309907,1,2025,1296370613,64,OK
417718,REG_ANS_417718,2,2025,470425887,64,OK
417718,REG_ANS_417718,1,2025,347322872,12,OK
310247,REG_ANS_310247,2,2025,2374931588,26,OK
310247,REG_ANS_310247,3,2025,2383142415,24,OK
422584,REG_ANS_422584,3,2025,429583984,54,OK
422584,REG_ANS_422584,2,2025,272738969,24,OK
422584,REG_ANS_422584,1,2025,244677710,20,OK
417947,REG_ANS_417947,1,2025,710170113,88,OK
417947,REG_ANS_417947,2,2025,671543899,88,OK
417947,REG_ANS_417947,3,2025,706432507,24,OK
418692,REG_ANS_418692,2,2025,81756337,34,OK
418692,REG_ANS_418692,1,2025,78986765,20,OK
301124,REG_ANS_301124,1,2025,385002320,42,OK
301124,REG_ANS_301124,3,2025,323978845,12,OK
301124,REG_ANS_301124,2,2025,324197385,02,OK
348830,REG_ANS_348830,2,2025,1795756110,02,OK
348830,REG_ANS_348830,1,2025,1969392142,34,OK
345458,REG_ANS_345458,3,2025,501225712,30,OK
345458,REG_ANS_345458,2,2025,507949845,36,OK
348830,REG_ANS_348830,3,2025,1820597871,34,OK
424633,REG_ANS_424633,3,2025,20801994,72,OK
382876,REG_ANS_382876,1,2025,12868574789,30,OK
382876,REG_ANS_382876,2,2025,13723922709,34,OK
382876,REG_ANS_382876,3,2025,13773414726,30,OK
345458,REG_ANS_345458,1,2025,573212969,30,OK
311057,REG_ANS_311057,2,2025,49783185,46,OK
311057,REG_ANS_311057,3,2025,56975944,32,OK
306126,REG_ANS_306126,2,2025,1200732579,20,OK
306126,REG_ANS_306126,1,2025,1294342249,78,OK
317632,REG_ANS_317632,3,2025,2125657649,46,OK
311057,REG_ANS_311057,1,2025,62396039,68,OK
317632,REG_ANS_317632,2,2025,2152485299,54,OK
317632,REG_ANS_317632,1,2025,1948373245,72,OK
306126,REG_ANS_306126,3,2025,1277496671,46,OK
